Code INSEE région;Région;Nature;Date;Heure;Date - Heure;Consommation (MW);Thermique (MW);Nucléaire (MW);Eolien (MW);Solaire (MW);Hydraulique (MW);Pompage (MW);Bioénergies (MW);Ech. physiques (MW);TCO Thermique (%);TCH Thermique (%);TCO Nucléaire (%);TCH Nucléaire (%);TCO Eolien (%);TCH Eolien (%);TCO Solaire (%);TCH Solaire (%);TCO Hydraulique (%);TCH Hydraulique (%);TCO Bioénergies (%);TCH Bioénergies (%);Column 26
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-27;08:30;2019-10-27T08:30:00+01:00;3531;160;;2;235;865;0;78;2191;4.53;4.88;;;0.06;4.17;6.66;18.22;24.5;26.47;2.21;26.62;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-27;09:45;2019-10-27T09:45:00+01:00;3769;160;;1;555;883;0;80;2089;4.25;4.88;;;0.03;2.08;14.73;43.02;23.43;27.02;2.12;27.3;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-27;11:45;2019-10-27T11:45:00+01:00;3925;249;;1;795;960;0;83;1836;6.34;7.6;;;0.03;2.08;20.25;61.63;24.46;29.38;2.11;28.33;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-27;12:00;2019-10-27T12:00:00+01:00;4018;284;;1;808;956;0;83;1887;7.07;8.66;;;0.02;2.08;20.11;62.64;23.79;29.25;2.07;28.33;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-27;12:30;2019-10-27T12:30:00+01:00;3970;357;;1;785;923;0;83;1821;8.99;10.89;;;0.03;2.08;19.77;60.85;23.25;28.24;2.09;28.33;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-27;12:45;2019-10-27T12:45:00+01:00;3916;372;;1;791;906;0;83;1763;9.5;11.35;;;0.03;2.08;20.2;61.32;23.14;27.72;2.12;28.33;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-27;13:30;2019-10-27T13:30:00+01:00;3884;383;;1;745;846;0;76;1835;9.86;11.68;;;0.03;2.08;19.18;57.75;21.78;25.89;1.96;25.94;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-27;13:45;2019-10-27T13:45:00+01:00;3752;374;;1;680;841;0;83;1774;9.97;11.41;;;0.03;2.08;18.12;52.71;22.41;25.73;2.21;28.33;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-27;14:45;2019-10-27T14:45:00+01:00;3673;591;;1;578;753;0;82;1666;16.09;18.03;;;0.03;2.08;15.74;44.81;20.5;23.04;2.23;27.99;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-27;15:00;2019-10-27T15:00:00+01:00;3581;786;;2;492;787;0;80;1434;21.95;23.98;;;0.06;4.17;13.74;38.14;21.98;24.08;2.23;27.3;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-27;15:45;2019-10-27T15:45:00+01:00;3564;1227;;2;350;858;0;83;1045;34.43;37.43;;;0.06;4.17;9.82;27.13;24.07;26.25;2.33;28.33;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-27;23:00;2019-10-27T23:00:00+01:00;3908;1115;;1;0;882;0;83;1824;28.53;34.01;;;0.03;2.08;0.0;0.0;22.57;26.99;2.12;28.33;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-27;23:15;2019-10-27T23:15:00+01:00;4325;1094;;1;0;873;0;81;2271;25.29;33.37;;;0.02;2.08;0.0;0.0;20.18;26.71;1.87;27.65;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-28;01:15;2019-10-28T01:15:00+01:00;3496;898;;1;0;859;0;84;1651;25.69;27.39;;;0.03;2.08;0.0;0.0;24.57;26.29;2.4;28.67;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-28;03:15;2019-10-28T03:15:00+01:00;3171;845;;0;0;775;0;83;1463;26.65;25.78;;;0.0;0.0;0.0;0.0;24.44;23.71;2.62;28.33;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-28;05:30;2019-10-28T05:30:00+01:00;3172;1017;;0;0;794;0;83;1274;32.06;31.03;;;0.0;0.0;0.0;0.0;25.03;24.3;2.62;28.33;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-28;07:00;2019-10-28T07:00:00+01:00;3653;1209;;0;0;840;0;82;1515;33.1;36.88;;;0.0;0.0;0.0;0.0;22.99;25.7;2.24;27.99;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-28;08:15;2019-10-28T08:15:00+01:00;3870;1216;;0;64;889;0;74;1627;31.42;37.1;;;0.0;0.0;1.65;4.96;22.97;27.2;1.91;25.26;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-28;11:00;2019-10-28T11:00:00+01:00;4089;1319;;0;453;539;0;77;1701;32.26;40.24;;;0.0;0.0;11.08;35.12;13.18;16.49;1.88;26.28;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-28;11:45;2019-10-28T11:45:00+01:00;4111;1360;;0;449;552;0;80;1670;33.08;41.49;;;0.0;0.0;10.92;34.81;13.43;16.89;1.95;27.3;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-28;12:15;2019-10-28T12:15:00+01:00;4264;1352;;0;512;758;0;81;1560;31.71;41.24;;;0.0;0.0;12.01;39.69;17.78;23.19;1.9;27.65;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-28;14:15;2019-10-28T14:15:00+01:00;4227;1318;;0;335;522;0;82;1969;31.18;40.21;;;0.0;0.0;7.93;25.97;12.35;15.97;1.94;27.99;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-28;15:15;2019-10-28T15:15:00+01:00;4048;1255;;1;215;496;0;76;2005;31.0;38.29;;;0.02;2.08;5.31;16.67;12.25;15.18;1.88;25.94;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-28;16:00;2019-10-28T16:00:00+01:00;3933;1247;;0;117;504;0;80;1985;31.71;38.04;;;0.0;0.0;2.97;9.07;12.81;15.42;2.03;27.3;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-28;18:00;2019-10-28T18:00:00+01:00;4267;1399;;1;18;1079;0;78;1692;32.79;42.68;;;0.02;2.08;0.42;1.4;25.29;33.02;1.83;26.62;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-28;19:15;2019-10-28T19:15:00+01:00;4487;1353;;1;12;1288;0;81;1753;30.15;41.28;;;0.02;2.08;0.27;0.93;28.71;39.41;1.81;27.65;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-28;20:30;2019-10-28T20:30:00+01:00;4133;1290;;1;0;1273;0;82;1475;31.21;39.35;;;0.02;2.08;0.0;0.0;30.8;38.95;1.98;27.99;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-28;23:30;2019-10-28T23:30:00+01:00;4291;961;;1;0;845;0;78;2395;22.4;29.32;;;0.02;2.08;0.0;0.0;19.69;25.86;1.82;26.62;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-29;01:30;2019-10-29T01:30:00+01:00;3476;1301;;0;0;711;0;83;1369;37.43;39.69;;;0.0;0.0;0.0;0.0;20.45;21.76;2.39;28.33;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-29;02:30;2019-10-29T02:30:00+01:00;3525;1237;;1;0;685;0;82;1510;35.09;37.74;;;0.03;2.08;0.0;0.0;19.43;20.96;2.33;27.99;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-29;05:45;2019-10-29T05:45:00+01:00;3252;1215;;1;0;616;0;81;1325;37.36;37.07;;;0.03;2.08;0.0;0.0;18.94;18.85;2.49;27.65;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-29;06:00;2019-10-29T06:00:00+01:00;3300;1201;;1;0;596;0;76;1415;36.39;36.64;;;0.03;2.08;0.0;0.0;18.06;18.24;2.3;25.94;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-29;06:30;2019-10-29T06:30:00+01:00;3511;1203;;1;0;665;0;79;1551;34.26;36.7;;;0.03;2.08;0.0;0.0;18.94;20.35;2.25;26.96;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-29;06:45;2019-10-29T06:45:00+01:00;3606;1212;;1;0;662;0;81;1639;33.61;36.97;;;0.03;2.08;0.0;0.0;18.36;20.26;2.25;27.65;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-29;07:30;2019-10-29T07:30:00+01:00;3693;1347;;1;23;945;0;80;1297;36.47;41.09;;;0.03;2.08;0.62;1.78;25.59;28.92;2.17;27.3;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-29;08:45;2019-10-29T08:45:00+01:00;3931;1358;;1;175;1013;0;78;1306;34.55;41.43;;;0.03;2.08;4.45;13.57;25.77;31.0;1.98;26.62;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-29;09:00;2019-10-29T09:00:00+01:00;4008;1366;;1;272;1022;0;80;1268;34.08;41.67;;;0.02;2.08;6.79;21.09;25.5;31.27;2.0;27.3;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-29;10:30;2019-10-29T10:30:00+01:00;4133;1367;;1;642;766;0;83;1275;33.08;41.7;;;0.02;2.08;15.53;49.77;18.53;23.44;2.01;28.33;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-29;10:45;2019-10-29T10:45:00+01:00;4119;1354;;1;693;789;0;79;1204;32.87;41.31;;;0.02;2.08;16.82;53.72;19.16;24.14;1.92;26.96;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-29;11:15;2019-10-29T11:15:00+01:00;4118;1360;;1;728;777;0;80;1173;33.03;41.49;;;0.02;2.08;17.68;56.43;18.87;23.78;1.94;27.3;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-29;11:45;2019-10-29T11:45:00+01:00;4116;1289;;1;767;782;0;83;1194;31.32;39.32;;;0.02;2.08;18.63;59.46;19.0;23.93;2.02;28.33;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-29;13:45;2019-10-29T13:45:00+01:00;4132;1265;;1;723;715;0;79;1348;30.61;38.59;;;0.02;2.08;17.5;56.05;17.3;21.88;1.91;26.96;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-29;14:30;2019-10-29T14:30:00+01:00;4185;1282;;1;639;740;0;78;1445;30.63;39.11;;;0.02;2.08;15.27;49.53;17.68;22.64;1.86;26.62;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-29;18:00;2019-10-29T18:00:00+01:00;4210;1518;;5;18;1183;0;93;1393;36.06;46.31;;;0.12;10.42;0.43;1.4;28.1;36.2;2.21;31.74;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-29;18:15;2019-10-29T18:15:00+01:00;4253;1498;;5;18;1175;0;93;1463;35.22;45.7;;;0.12;10.42;0.42;1.4;27.63;35.95;2.19;31.74;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-29;18:45;2019-10-29T18:45:00+01:00;4354;1501;;6;12;1237;0;90;1508;34.47;45.79;;;0.14;12.5;0.28;0.93;28.41;37.85;2.07;30.72;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-29;19:45;2019-10-29T19:45:00+01:00;4306;1490;;6;12;1149;0;89;1559;34.6;45.45;;;0.14;12.5;0.28;0.93;26.68;35.16;2.07;30.38;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-29;20:15;2019-10-29T20:15:00+01:00;4176;1496;;6;0;1011;0;91;1560;35.82;45.64;;;0.14;12.5;0.0;0.0;24.21;30.94;2.18;31.06;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-29;23:00;2019-10-29T23:00:00+01:00;3994;1218;;6;0;728;0;90;1939;30.5;37.16;;;0.15;12.5;0.0;0.0;18.23;22.28;2.25;30.72;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-29;23:45;2019-10-29T23:45:00+01:00;4090;1209;;6;0;681;0;93;2087;29.56;36.88;;;0.15;12.5;0.0;0.0;16.65;20.84;2.27;31.74;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-30;00:45;2019-10-30T00:45:00+01:00;3535;1399;;7;0;667;0;94;1356;39.58;42.68;;;0.2;14.58;0.0;0.0;18.87;20.41;2.66;32.08;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-30;01:30;2019-10-30T01:30:00+01:00;3465;1419;;7;0;667;0;90;1270;40.95;43.29;;;0.2;14.58;0.0;0.0;19.25;20.41;2.6;30.72;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-30;03:00;2019-10-30T03:00:00+01:00;3299;1310;;6;0;515;0;91;1366;39.71;39.96;;;0.18;12.5;0.0;0.0;15.61;15.76;2.76;31.06;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-30;03:30;2019-10-30T03:30:00+01:00;3208;1233;;7;0;420;0;95;1442;38.44;37.61;;;0.22;14.58;0.0;0.0;13.09;12.85;2.96;32.42;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-30;03:45;2019-10-30T03:45:00+01:00;3157;1242;;6;0;412;0;90;1395;39.34;37.89;;;0.19;12.5;0.0;0.0;13.05;12.61;2.85;30.72;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-30;05:45;2019-10-30T05:45:00+01:00;3224;1328;;2;0;502;0;95;1285;41.19;40.51;;;0.06;4.17;0.0;0.0;15.57;15.36;2.95;32.42;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-30;06:30;2019-10-30T06:30:00+01:00;3535;1376;;3;0;758;0;95;1291;38.93;41.98;;;0.08;6.25;0.0;0.0;21.44;23.19;2.69;32.42;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-30;09:45;2019-10-30T09:45:00+01:00;4205;1328;;2;471;1302;0;89;1013;31.58;40.51;;;0.05;4.17;11.2;36.51;30.96;39.84;2.12;30.38;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-30;10:00;2019-10-30T10:00:00+01:00;4178;1324;;2;506;1339;0;88;919;31.69;40.39;;;0.05;4.17;12.11;39.22;32.05;40.97;2.11;30.03;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-30;14:15;2019-10-30T14:15:00+01:00;4360;1577;;1;541;1333;0;93;814;36.17;48.11;;;0.02;2.08;12.41;41.94;30.57;40.79;2.13;31.74;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-30;14:30;2019-10-30T14:30:00+01:00;4320;1544;;1;576;1309;0;95;794;35.74;47.1;;;0.02;2.08;13.33;44.65;30.3;40.06;2.2;32.42;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-30;15:30;2019-10-30T15:30:00+01:00;4157;1743;;1;398;1304;0;91;619;41.93;53.17;;;0.02;2.08;9.57;30.85;31.37;39.9;2.19;31.06;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-30;16:00;2019-10-30T16:00:00+01:00;4013;1720;;1;294;1266;0;98;634;42.86;52.47;;;0.02;2.08;7.33;22.79;31.55;38.74;2.44;33.45;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-30;17:30;2019-10-30T17:30:00+01:00;4068;1770;;1;28;1161;0;93;1015;43.51;54.0;;;0.02;2.08;0.69;2.17;28.54;35.53;2.29;31.74;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-30;20:15;2019-10-30T20:15:00+01:00;4336;1387;;2;0;1108;0;92;1735;31.99;42.31;;;0.05;4.17;0.0;0.0;25.55;33.9;2.12;31.4;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-30;21:15;2019-10-30T21:15:00+01:00;3963;1355;;1;0;969;0;93;1532;34.19;41.34;;;0.03;2.08;0.0;0.0;24.45;29.65;2.35;31.74;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-30;22:15;2019-10-30T22:15:00+01:00;3868;1228;;1;0;889;0;95;1643;31.75;37.46;;;0.03;2.08;0.0;0.0;22.98;27.2;2.46;32.42;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-30;23:15;2019-10-30T23:15:00+01:00;4475;1222;;1;0;805;0;98;2337;27.31;37.28;;;0.02;2.08;0.0;0.0;17.99;24.63;2.19;33.45;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-30;23:45;2019-10-30T23:45:00+01:00;4227;1147;;1;0;788;0;98;2181;27.14;34.99;;;0.02;2.08;0.0;0.0;18.64;24.11;2.32;33.45;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-31;05:00;2019-10-31T05:00:00+01:00;3196;1194;;0;0;408;0;97;1483;37.36;36.42;;;0.0;0.0;0.0;0.0;12.77;12.48;3.04;33.11;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-31;05:45;2019-10-31T05:45:00+01:00;3319;1284;;0;0;606;0;99;1318;38.69;39.17;;;0.0;0.0;0.0;0.0;18.26;18.54;2.98;33.79;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-31;06:00;2019-10-31T06:00:00+01:00;3336;1255;;0;0;646;0;95;1329;37.62;38.29;;;0.0;0.0;0.0;0.0;19.36;19.77;2.85;32.42;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-31;10:30;2019-10-31T10:30:00+01:00;4415;1350;;1;176;1223;0;94;1570;30.58;41.18;;;0.02;2.08;3.99;13.64;27.7;37.42;2.13;32.08;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-31;11:45;2019-10-31T11:45:00+01:00;4463;1292;;0;219;1240;0;98;1614;28.95;39.41;;;0.0;0.0;4.91;16.98;27.78;37.94;2.2;33.45;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-31;12:45;2019-10-31T12:45:00+01:00;4497;1359;;0;220;1148;0;96;1674;30.22;41.46;;;0.0;0.0;4.89;17.05;25.53;35.13;2.13;32.76;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-31;14:15;2019-10-31T14:15:00+01:00;4524;1328;;1;183;1131;0;97;1784;29.35;40.51;;;0.02;2.08;4.05;14.19;25.0;34.61;2.14;33.11;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-31;15:30;2019-10-31T15:30:00+01:00;4274;1348;;1;105;1108;0;99;1613;31.54;41.12;;;0.02;2.08;2.46;8.14;25.92;33.9;2.32;33.79;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-31;17:00;2019-10-31T17:00:00+01:00;4140;1341;;1;26;1209;0;98;1465;32.39;40.91;;;0.02;2.08;0.63;2.02;29.2;37.0;2.37;33.45;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-31;19:30;2019-10-31T19:30:00+01:00;4456;1335;;3;13;1568;0;93;1445;29.96;40.73;;;0.07;6.25;0.29;1.01;35.19;47.98;2.09;31.74;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-31;19:45;2019-10-31T19:45:00+01:00;4321;1330;;3;11;1558;0;93;1326;30.78;40.57;;;0.07;6.25;0.25;0.85;36.06;47.67;2.15;31.74;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-31;20:45;2019-10-31T20:45:00+01:00;4086;1130;;3;0;1320;0;99;1521;27.66;34.47;;;0.07;6.25;0.0;0.0;32.31;40.39;2.42;33.79;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-31;21:00;2019-10-31T21:00:00+01:00;3971;1135;;3;0;1290;0;97;1433;28.58;34.62;;;0.08;6.25;0.0;0.0;32.49;39.47;2.44;33.11;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-31;21:15;2019-10-31T21:15:00+01:00;3931;1063;;4;0;1227;0;99;1526;27.04;32.43;;;0.1;8.33;0.0;0.0;31.21;37.55;2.52;33.79;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-31;21:30;2019-10-31T21:30:00+01:00;3834;1044;;4;0;1233;0;99;1442;27.23;31.85;;;0.1;8.33;0.0;0.0;32.16;37.73;2.58;33.79;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-31;21:45;2019-10-31T21:45:00+01:00;3870;1074;;4;0;1231;0;94;1456;27.75;32.76;;;0.1;8.33;0.0;0.0;31.81;37.67;2.43;32.08;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-31;23:15;2019-10-31T23:15:00+01:00;4498;1267;;5;0;785;0;100;2330;28.17;38.65;;;0.11;10.42;0.0;0.0;17.45;24.02;2.22;34.13;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-01;00:15;2019-11-01T00:15:00+01:00;4099;1486;;6;0;936;0;98;1561;36.25;45.33;;;0.15;12.5;0.0;0.0;22.83;28.64;2.39;33.45;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-01;01:00;2019-11-01T01:00:00+01:00;3819;1471;;7;0;804;0;96;1429;38.52;44.87;;;0.18;14.58;0.0;0.0;21.05;24.6;2.51;32.76;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-01;01:45;2019-11-01T01:45:00+01:00;3655;1437;;6;0;573;0;95;1532;39.32;43.84;;;0.16;12.5;0.0;0.0;15.68;17.53;2.6;32.42;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-01;02:15;2019-11-01T02:15:00+01:00;3832;1505;;6;0;504;0;90;1716;39.27;45.91;;;0.16;12.5;0.0;0.0;13.15;15.42;2.35;30.72;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-01;03:00;2019-11-01T03:00:00+01:00;3521;1440;;6;0;452;0;94;1517;40.9;43.93;;;0.17;12.5;0.0;0.0;12.84;13.83;2.67;32.08;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-01;03:15;2019-11-01T03:15:00+01:00;3531;1506;;5;0;376;0;91;1542;42.65;45.94;;;0.14;10.42;0.0;0.0;10.65;11.51;2.58;31.06;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-01;03:45;2019-11-01T03:45:00+01:00;3441;1504;;4;0;371;0;94;1455;43.71;45.88;;;0.12;8.33;0.0;0.0;10.78;11.35;2.73;32.08;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-01;04:15;2019-11-01T04:15:00+01:00;3310;1504;;6;0;378;0;87;1323;45.44;45.88;;;0.18;12.5;0.0;0.0;11.42;11.57;2.63;29.69;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-01;08:00;2019-11-01T08:00:00+01:00;3490;1404;;1;46;457;0;87;1495;40.23;42.83;;;0.03;2.08;1.32;3.57;13.09;13.98;2.49;29.69;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-01;10:15;2019-11-01T10:15:00+01:00;3920;1436;;1;265;572;0;94;1552;36.63;43.81;;;0.03;2.08;6.76;20.54;14.59;17.5;2.4;32.08;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-01;11:15;2019-11-01T11:15:00+01:00;3928;1436;;1;298;577;0;94;1522;36.56;43.81;;;0.03;2.08;7.59;23.1;14.69;17.66;2.39;32.08;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-01;12:30;2019-11-01T12:30:00+01:00;4096;1429;;0;385;555;0;89;1638;34.89;43.59;;;0.0;0.0;9.4;29.84;13.55;16.98;2.17;30.38;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-01;13:15;2019-11-01T13:15:00+01:00;4299;1480;;0;371;539;0;87;1822;34.43;45.15;;;0.0;0.0;8.63;28.76;12.54;16.49;2.02;29.69;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-01;14:15;2019-11-01T14:15:00+01:00;4163;1512;;0;269;415;0;87;1879;36.32;46.13;;;0.0;0.0;6.46;20.85;9.97;12.7;2.09;29.69;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-01;15:15;2019-11-01T15:15:00+01:00;3977;1488;;0;164;423;0;92;1810;37.42;45.39;;;0.0;0.0;4.12;12.71;10.64;12.94;2.31;31.4;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-01;16:15;2019-11-01T16:15:00+01:00;3820;1486;;0;67;529;0;92;1646;38.9;45.33;;;0.0;0.0;1.75;5.19;13.85;16.19;2.41;31.4;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-01;16:45;2019-11-01T16:45:00+01:00;3880;1442;;0;32;629;0;91;1686;37.16;43.99;;;0.0;0.0;0.82;2.48;16.21;19.25;2.35;31.06;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-01;18:00;2019-11-01T18:00:00+01:00;4279;1448;;1;19;702;0;91;2018;33.84;44.17;;;0.02;2.08;0.44;1.47;16.41;21.48;2.13;31.06;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-01;19:45;2019-11-01T19:45:00+01:00;4370;1412;;1;0;825;0;94;2026;32.31;43.08;;;0.02;2.08;0.0;0.0;18.88;25.24;2.15;32.08;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-01;21:45;2019-11-01T21:45:00+01:00;3875;1211;;1;0;547;0;96;2008;31.25;36.94;;;0.03;2.08;0.0;0.0;14.12;16.74;2.48;32.76;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-01;22:30;2019-11-01T22:30:00+01:00;3923;1193;;2;0;525;0;91;2098;30.41;36.39;;;0.05;4.17;0.0;0.0;13.38;16.06;2.32;31.06;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-02;00:00;2019-11-02T00:00:00+01:00;4168;993;;6;0;473;0;89;2595;23.82;30.29;;;0.14;12.5;0.0;0.0;11.35;14.47;2.14;30.38;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-02;01:15;2019-11-02T01:15:00+01:00;3800;290;;8;0;534;0;95;2861;7.63;8.85;;;0.21;16.67;0.0;0.0;14.05;16.34;2.5;32.42;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-02;02:00;2019-11-02T02:00:00+01:00;3706;289;;8;0;527;0;93;2776;7.8;8.82;;;0.22;16.67;0.0;0.0;14.22;16.13;2.51;31.74;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-02;03:00;2019-11-02T03:00:00+01:00;3521;270;;8;0;398;0;94;2739;7.67;8.24;;;0.23;16.67;0.0;0.0;11.3;12.18;2.67;32.08;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-02;04:15;2019-11-02T04:15:00+01:00;3385;270;;8;0;372;0;97;2625;7.98;8.24;;;0.24;16.67;0.0;0.0;10.99;11.38;2.87;33.11;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-02;04:45;2019-11-02T04:45:00+01:00;3346;270;;7;0;482;0;97;2478;8.07;8.24;;;0.21;14.58;0.0;0.0;14.41;14.75;2.9;33.11;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-02;06:00;2019-11-02T06:00:00+01:00;3403;270;;6;0;455;0;95;2566;7.93;8.24;;;0.18;12.5;0.0;0.0;13.37;13.92;2.79;32.42;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-02;06:30;2019-11-02T06:30:00+01:00;3457;270;;5;0;403;0;99;2668;7.81;8.24;;;0.14;10.42;0.0;0.0;11.66;12.33;2.86;33.79;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-02;07:15;2019-11-02T07:15:00+01:00;3478;284;;5;0;486;0;100;2590;8.17;8.66;;;0.14;10.42;0.0;0.0;13.97;14.87;2.88;34.13;
